Designator,Mid X,Mid Y,Rotation,Layer
J15,144.5,-109.8,0.0,bottom
J4,144.5,-94.8,0.0,bottom
J7,144.5,-109.05,0.0,top
R2,140.3,-101.2,270.0,top
R4,148.7,-101.2,270.0,top
